City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description,Rain inches (last 3 hours),Snow inches (last 3 hours)
499,San Vicente,-26.62,-54.13,57.74,67,0,2.42,AR,2020-04-20 04:23:39,clear sky,0,0
500,Nangomba,-10.9,38.5,67.66,90,20,4.68,TZ,2020-04-20 04:23:39,few clouds,0,0
501,Maceio,-9.67,-35.74,79.05,84,54,10.11,BR,2020-04-20 04:23:39,light rain,2.5,0
502,Henties Bay,-22.12,14.28,59.0,95,30,4.0,NA,2020-04-20 04:23:39,light rain,0.98,0
503,Iskateley,67.68,53.15,30.67,98,95,6.85,RU,2020-04-20 04:23:40,overcast clouds,0,0
504,Panino,51.65,40.13,39.2,80,93,4.47,RU,2020-04-20 04:20:06,light rain,0.13,0
505,Ascension,30.22,-90.9,78.8,88,90,5.82,US,2020-04-20 04:19:38,overcast clouds,0,0
506,Valparaiso,-33.04,-71.63,59.0,82,0,4.7,CL,2020-04-20 04:23:40,clear sky,0,0
507,Hambantota,6.12,81.12,89.6,79,20,13.87,LK,2020-04-20 04:17:05,few clouds,0,0
508,Bilibino,68.05,166.44,11.16,84,14,4.5,RU,2020-04-20 04:16:41,few clouds,0,0
509,Chateaubelair,13.28,-61.25,77.0,75,5,8.01,VC,2020-04-20 04:23:41,clear sky,0,0
510,Aksha,50.28,113.29,27.37,58,99,17.81,RU,2020-04-20 04:23:41,overcast clouds,0,0
511,Komsomolskiy,40.43,71.72,68.0,40,4,4.7,UZ,2020-04-20 04:18:12,clear sky,0,0
512,Boddam,57.47,-1.78,39.99,82,0,1.12,GB,2020-04-20 04:23:42,clear sky,0,0
513,Visby,57.64,18.3,43.0,80,79,2.24,SE,2020-04-20 04:23:42,broken clouds,0,0
514,Port-Gentil,-0.72,8.78,79.81,83,100,3.0,GA,2020-04-20 04:16:59,light rain,0.68,0
515,Kalengwa,-13.47,25.0,57.7,68,4,3.89,ZM,2020-04-20 04:23:43,clear sky,0,0
516,Nuuk,64.18,-51.72,30.2,54,65,26.4,GL,2020-04-20 04:16:49,broken clouds,0,0
517,Cedar City,37.68,-113.06,60.8,44,90,4.7,US,2020-04-20 04:21:11,overcast clouds,0,0
518,Cudahy,33.96,-118.19,61.0,63,90,10.29,US,2020-04-20 04:19:21,overcast clouds,0,0
519,Kaiyuan,23.7,103.3,83.1,21,1,16.58,CN,2020-04-20 04:23:43,clear sky,0,0
520,Cambrils,41.07,1.05,59.0,100,20,7.7,ES,2020-04-20 04:23:44,moderate rain,0,0
521,Cullera,39.17,-0.25,61.0,77,99,7.0,ES,2020-04-20 04:23:44,light rain,0.7,0
522,Vyazemskiy,47.54,134.75,57.29,35,99,10.49,RU,2020-04-20 04:23:45,overcast clouds,0,0
523,Bilma,18.69,12.92,82.11,13,88,7.27,NE,2020-04-20 04:16:26,overcast clouds,0,0
524,Shenjiamen,29.96,122.3,58.41,74,10,5.14,CN,2020-04-20 04:23:45,clear sky,0,0
525,Shitanjing,39.23,106.34,43.45,26,0,5.79,CN,2020-04-20 04:23:46,clear sky,0,0
526,Aquiraz,-3.9,-38.39,80.6,83,20,4.7,BR,2020-04-20 04:23:46,few clouds,0,0
527,Aksu,41.12,80.26,57.87,40,96,1.54,CN,2020-04-20 04:23:46,overcast clouds,0,0
528,Kaeo,-35.1,173.78,61.0,95,100,1.01,NZ,2020-04-20 04:17:49,moderate rain,6.23,0
529,Pokhara,28.23,83.98,75.45,21,38,2.91,NP,2020-04-20 04:21:24,scattered clouds,0,0
530,Bhinmal,25.0,72.25,84.22,40,100,9.53,IN,2020-04-20 04:23:47,overcast clouds,0,0
531,Aseri,59.45,26.87,37.18,82,48,6.78,EE,2020-04-20 04:23:47,scattered clouds,0,0
532,Havre-Saint-Pierre,50.23,-63.6,28.4,79,90,4.7,CA,2020-04-20 04:15:47,overcast clouds,0,0
533,Zhanaozen,43.3,52.8,57.22,64,6,2.37,KZ,2020-04-20 04:17:38,clear sky,0,0
534,Ferrol,43.48,-8.24,48.0,92,87,5.99,ES,2020-04-20 04:23:47,overcast clouds,0,0
535,Banjar,-8.19,114.97,87.8,84,20,6.93,ID,2020-04-20 04:23:48,few clouds,0,0
536,Sechura,-5.56,-80.82,73.4,74,97,13.13,PE,2020-04-20 04:22:36,overcast clouds,0,0
537,Circleville,39.6,-82.95,44.6,100,1,3.36,US,2020-04-20 04:23:48,clear sky,0,0
538,Bandarbeyla,9.49,50.81,81.79,71,83,3.4,SO,2020-04-20 04:22:40,broken clouds,0,0
539,Mayumba,-3.43,10.66,78.55,85,100,7.29,GA,2020-04-20 04:23:49,light rain,1.75,0
540,Sao Joao Da Ponte,-15.93,-44.01,63.79,76,3,4.45,BR,2020-04-20 04:23:49,clear sky,0,0
541,Abu Kamal,34.45,40.92,71.64,34,71,5.21,SY,2020-04-20 04:17:51,broken clouds,0,0
542,Kendari,-3.94,122.5,90.86,52,0,2.8,ID,2020-04-20 04:23:50,clear sky,0,0
543,Jalu,29.03,21.55,69.19,26,66,8.86,LY,2020-04-20 04:23:50,broken clouds,0,0
544,Srikakulam,18.3,83.9,87.6,62,8,10.13,IN,2020-04-20 04:23:50,clear sky,0,0
545,Arman,59.7,150.17,16.16,85,0,7.25,RU,2020-04-20 04:17:02,clear sky,0,0
546,Gejiu,23.31,103.16,72.07,28,20,11.05,CN,2020-04-20 04:23:50,few clouds,0,0
547,Khartoum,15.55,32.53,71.6,24,0,10.29,SD,2020-04-20 04:23:51,clear sky,0,0
548,Turukhansk,65.82,87.98,40.28,66,100,20.89,RU,2020-04-20 04:23:51,overcast clouds,0,0
549,Iturama,-19.73,-50.2,68.65,81,2,5.64,BR,2020-04-20 04:23:51,light rain,0.13,0
550,Mitsamiouli,-11.38,43.28,82.76,72,50,15.19,KM,2020-04-20 04:23:51,light rain,0.23,0
551,Vuktyl,63.86,57.31,34.54,95,100,4.76,RU,2020-04-20 04:23:51,light snow,0,0.25
552,Muros,42.78,-9.06,51.01,94,99,3.15,ES,2020-04-20 04:23:52,overcast clouds,0,0
553,Walvis Bay,-22.96,14.51,59.0,87,91,13.87,NA,2020-04-20 04:16:46,overcast clouds,0,0
554,Eenhana,-17.47,16.33,69.8,83,35,1.12,NA,2020-04-20 04:23:52,scattered clouds,0,0
555,Teknaf,20.86,92.31,88.0,56,35,1.88,BD,2020-04-20 04:17:23,scattered clouds,0,0
556,Qaqortoq,60.72,-46.03,23.0,49,3,4.7,GL,2020-04-20 04:16:52,clear sky,0,0
557,Kasongo-Lunda,-6.47,16.82,69.96,77,85,0.36,CD,2020-04-20 04:23:53,overcast clouds,0,0
558,Udachnyy,66.42,112.4,35.6,31,30,4.47,RU,2020-04-20 04:23:53,scattered clouds,0,0
559,Lufilufi,-13.87,-171.6,84.0,83,92,5.01,WS,2020-04-20 04:16:55,moderate rain,4.63,0
560,Greensburg,40.3,-79.54,46.99,75,40,3.49,US,2020-04-20 04:21:22,scattered clouds,0,0
561,Beroroha,-21.67,45.17,70.72,59,0,9.55,MG,2020-04-20 04:23:53,clear sky,0,0
